Market_Region,Date,ReExports,Domestic_Exports,Imports
Egypt,2023-02-01,13.5,9.3,5.6
Egypt,2023-01-01,30.7,12.6,32.8
Egypt,2022-12-01,29.3,22.3,6.4
Egypt,2022-11-01,13.7,50.7,31.7
Egypt,2022-10-01,8.9,10.7,30.2
Egypt,2022-09-01,36.1,8.4,22.7
Egypt,2022-08-01,30.2,15.5,3.2
Egypt,2022-07-01,50.6,11.9,3.4
Egypt,2022-06-01,29,21,14.2
Egypt,2022-05-01,12.6,18.6,86.7
Egypt,2022-04-01,11.6,18.4,16.2
Egypt,2022-03-01,29.2,15,6.6
Egypt,2022-02-01,17.8,15.4,4.8
Egypt,2022-01-01,19.1,18.2,13.6
Egypt,2021-12-01,21,15.9,13.1
Egypt,2021-11-01,14.1,10.3,23
Egypt,2021-10-01,21.6,13.9,1.5
Egypt,2021-09-01,17.7,11.5,53.2
Egypt,2021-08-01,25.4,13.1,52.1
Egypt,2021-07-01,10.7,7.9,73.3
Egypt,2021-06-01,23.5,15,98
Egypt,2021-05-01,10.9,13.3,48.6
Egypt,2021-04-01,9.4,12.8,11
Egypt,2021-03-01,16.2,16.8,77.7
Egypt,2021-02-01,10,7.7,37.4
Egypt,2021-01-01,9.4,9.7,9.1
Egypt,2020-12-01,13.8,8.1,4.8
Egypt,2020-11-01,9.2,13.1,2.4
Egypt,2020-10-01,12.3,10.6,6.9
Egypt,2020-09-01,12.5,12.8,2.5
Egypt,2020-08-01,13.6,16.5,5.3
Egypt,2020-07-01,11.3,12.8,16.8
Egypt,2020-06-01,11.7,14.9,4.6
Egypt,2020-05-01,8.9,8.6,35.1
Egypt,2020-04-01,10.4,11.6,14.7
Egypt,2020-03-01,18.9,16.2,21.6
Egypt,2020-02-01,14.6,13.4,117.1
Egypt,2020-01-01,18.8,11.3,4
Egypt,2019-12-01,18.8,12.4,81
Egypt,2019-11-01,14.1,12.1,96.7
Egypt,2019-10-01,31.9,58.1,2.7
Egypt,2019-09-01,17.1,11.9,2
Egypt,2019-08-01,14,12.7,4.2
Egypt,2019-07-01,15.9,44.8,57.4
Egypt,2019-06-01,12.6,12.1,4.5
Egypt,2019-05-01,13.3,15.9,5.6
Egypt,2019-04-01,18.5,14.2,55.6
Egypt,2019-03-01,21.9,17.6,41.3
Egypt,2019-02-01,14.3,11.8,54.3
Egypt,2019-01-01,22.3,17.7,76.6
Egypt,2018-12-01,14.4,18.8,24.6
Egypt,2018-11-01,22.8,17.5,34
Egypt,2018-10-01,13.1,17.9,24.7
Egypt,2018-09-01,17.6,16.1,42.2
Egypt,2018-08-01,18.4,14.7,32.6
Egypt,2018-07-01,21.4,15.1,50.7
Egypt,2018-06-01,13.2,17.6,4.8
Egypt,2018-05-01,12.6,13.8,4.3
Egypt,2018-04-01,20.2,12.9,5.8
Egypt,2018-03-01,18.1,17.1,6.2
Egypt,2018-02-01,17.7,11.9,5.1
Egypt,2018-01-01,24.5,13.1,5.2
Egypt,2017-12-01,19.9,14,3
Egypt,2017-11-01,58.1,28.9,3.7
Egypt,2017-10-01,13,42.6,3.3
Egypt,2017-09-01,57.4,30.4,2.9
Egypt,2017-08-01,13.2,25.5,3.9
Egypt,2017-07-01,27.7,35.2,4.7
Egypt,2017-06-01,18.4,49.5,4.2
Egypt,2017-05-01,15.3,16.1,4.2
Egypt,2017-04-01,12.3,14.6,3.7
Egypt,2017-03-01,16,15.3,4.3
Egypt,2017-02-01,11.5,13.6,4.4
Egypt,2017-01-01,12.7,8.5,49.1
Egypt,2016-12-01,15.5,10.4,25.6
Egypt,2016-11-01,9.3,11.2,42.7
Egypt,2016-10-01,12.9,10,2.5
Egypt,2016-09-01,22.8,10.4,2.4
Egypt,2016-08-01,13.5,9.8,3.2
Egypt,2016-07-01,14,13,2.7
Egypt,2016-06-01,21.2,13.3,20.2
Egypt,2016-05-01,26.3,37.7,4.8
Egypt,2016-04-01,26.2,15.8,4.9
Egypt,2016-03-01,30.9,10.9,7.7
Egypt,2016-02-01,17.4,11.4,3.4
Egypt,2016-01-01,12.9,14,25.3
Egypt,2015-12-01,13.7,15.3,6.3
Egypt,2015-11-01,12.4,19,49.9
Egypt,2015-10-01,12.6,22.5,4
Egypt,2015-09-01,19.3,37,2.2
Egypt,2015-08-01,17.3,13.9,46
Egypt,2015-07-01,20.3,14.1,6.6
Egypt,2015-06-01,21.7,18.6,4.3
Egypt,2015-05-01,17.5,15.7,55.4
Egypt,2015-04-01,27.4,18.6,5
Egypt,2015-03-01,35.1,19.2,5.8
Egypt,2015-02-01,14.7,14.6,3.8
Egypt,2015-01-01,16.6,20.5,32.3
Egypt,2014-12-01,38.8,16,2.1
Egypt,2014-11-01,50.2,12.8,3.3
Egypt,2014-10-01,19.1,21.7,5
Egypt,2014-09-01,15.1,19.1,43.2
Egypt,2014-08-01,20,21.5,46.1
Egypt,2014-07-01,24.8,28,5.2
Egypt,2014-06-01,15.3,19.6,2.9
Egypt,2014-05-01,17.9,16.9,45.1
Egypt,2014-04-01,16.9,18.4,3.7
Egypt,2014-03-01,19.6,21.9,5.3
Egypt,2014-02-01,12.6,16.2,3.4
Egypt,2014-01-01,19.7,16.2,8.1
Egypt,2013-12-01,10.7,14,4.8
Egypt,2013-11-01,14,13.1,5.4
Egypt,2013-10-01,29,14.7,5.3
Egypt,2013-09-01,13,12.3,2.3
Egypt,2013-08-01,10.7,11.7,7
Egypt,2013-07-01,16.4,15.3,19.5
Egypt,2013-06-01,23.8,20.6,27.7
Egypt,2013-05-01,162.8,14.3,11.7
Egypt,2013-04-01,57,52.1,4.5
Egypt,2013-03-01,14.8,16.5,3.6
Egypt,2013-02-01,13.3,13.6,42
Egypt,2013-01-01,14.4,17.3,78.9
Egypt,2012-12-01,13.5,16.3,38.8
Egypt,2012-11-01,15.5,14.1,40.3
Egypt,2012-10-01,14.7,14.5,40.1
Egypt,2012-09-01,31.7,15.3,41.4
Egypt,2012-08-01,16.3,15.8,109.8
Egypt,2012-07-01,17,14.6,4
Egypt,2012-06-01,16.3,15.8,9.5
Egypt,2012-05-01,18.2,16.1,3.1
Egypt,2012-04-01,13.7,13.5,3.2
Egypt,2012-03-01,60.1,19.6,3.4
Egypt,2012-02-01,20.3,20.8,4.9
Egypt,2012-01-01,7.8,17.2,2.5
Egypt,2011-12-01,10.5,12.3,3.6
Egypt,2011-11-01,10.7,15.6,3.7
Egypt,2011-10-01,9.7,16.7,0.6
Egypt,2011-09-01,13.3,11.4,1.3
Egypt,2011-08-01,20,13.6,4.3
Egypt,2011-07-01,20.6,13.8,2
Egypt,2011-06-01,9.8,9.8,14.3
Egypt,2011-05-01,13.9,14.1,1.3
Egypt,2011-04-01,19.7,283.2,0.8
Egypt,2011-03-01,9.4,13.9,2.2
Egypt,2011-02-01,8.7,10.4,41.5
Egypt,2011-01-01,14.2,286.9,2
Egypt,2010-12-01,10.1,15,1
Egypt,2010-11-01,44.1,8.7,0.9
Egypt,2010-10-01,15.1,32.1,8.8
Egypt,2010-09-01,13.6,313.8,1.1
Egypt,2010-08-01,48.7,48.1,1.8
Egypt,2010-07-01,16.4,12.9,3.9
Egypt,2010-06-01,12.8,14.3,1.5
Egypt,2010-05-01,14.9,13.5,1.4
Egypt,2010-04-01,19.8,13.6,1.4
Egypt,2010-03-01,14.8,17.3,65.3
Egypt,2010-02-01,10.4,11,2.9
Egypt,2010-01-01,10,10.6,2
Egypt,2009-12-01,18,12.9,8.7
Egypt,2009-11-01,10.4,10.8,1.6
Egypt,2009-10-01,8.6,11.7,2.5
Egypt,2009-09-01,9.8,13.9,40.6
Egypt,2009-08-01,46.3,11.7,1.3
Egypt,2009-07-01,32.6,15.8,3.3
Egypt,2009-06-01,44.5,20.5,0.8
Egypt,2009-05-01,9.9,11.5,1.5
Egypt,2009-04-01,11.4,49.3,1.5
Egypt,2009-03-01,20,17.8,3.6
Egypt,2009-02-01,23.3,17.8,1.7
Egypt,2009-01-01,16.3,15.5,1.1
Egypt,2008-12-01,22.1,16.3,1.5
Egypt,2008-11-01,18.7,18.6,14.9
Egypt,2008-10-01,16.3,18.7,1.3
Egypt,2008-09-01,21.1,67.1,2
Egypt,2008-08-01,57.8,16.6,2
Egypt,2008-07-01,17.3,20.3,1.8
Egypt,2008-06-01,20.2,16.6,1.8
Egypt,2008-05-01,17.9,14.2,1.5
Egypt,2008-04-01,21.4,21.4,35
Egypt,2008-03-01,17.4,13.2,1.9
Egypt,2008-02-01,14.7,12.4,42.8
Egypt,2008-01-01,18.8,16.2,1.8
Egypt,2007-12-01,14.1,14,3.9
Egypt,2007-11-01,13,71.1,1.9
Egypt,2007-10-01,12.5,17.8,1.5
Egypt,2007-09-01,14.1,15.9,2.2
Egypt,2007-08-01,14.3,19.5,1.9
Egypt,2007-07-01,11.7,20.6,1.8
Egypt,2007-06-01,70.8,17.7,3.3
Egypt,2007-05-01,14.1,23.7,38.1
Egypt,2007-04-01,30.2,14.7,37
Egypt,2007-03-01,17.3,17.4,3.2
Egypt,2007-02-01,10.8,11.5,1.7
Egypt,2007-01-01,16,14.6,3.6
Egypt,2006-12-01,15.4,12.9,5.4
Egypt,2006-11-01,15.7,14,17.2
Egypt,2006-10-01,16.5,13.9,2.1
Egypt,2006-09-01,24.4,12.8,1.9
Egypt,2006-08-01,14.9,16.2,18.9
Egypt,2006-07-01,12,15,10
Egypt,2006-06-01,14.5,19,36.8
Egypt,2006-05-01,71.3,14.9,24.6
Egypt,2006-04-01,71.2,11.4,1.5
Egypt,2006-03-01,19.2,12.1,4.6
Egypt,2006-02-01,9.7,11.8,3.7
Egypt,2006-01-01,9.7,15.1,6.9
Egypt,2005-12-01,13.4,11.7,65
Egypt,2005-11-01,7.6,13.4,40.2
Egypt,2005-10-01,10.6,11.4,1.1
Egypt,2005-09-01,6.9,8.2,37.4
Egypt,2005-08-01,13.9,9.6,127.4
Egypt,2005-07-01,10.1,8.1,46.3
Egypt,2005-06-01,9.4,12.5,24.2
Egypt,2005-05-01,10,10.4,53
Egypt,2005-04-01,11.4,12.1,4.7
Egypt,2005-03-01,14.3,11.9,10.5
Egypt,2005-02-01,7.3,11.3,5.6
Egypt,2005-01-01,8,9.9,62.3
Egypt,2004-12-01,9.8,9.5,38.1
Egypt,2004-11-01,7.8,7.3,11.7
Egypt,2004-10-01,15,7.3,3
Egypt,2004-09-01,11,10.2,85.2
Egypt,2004-08-01,13.3,7.1,1
Egypt,2004-07-01,8.7,9.9,23.3
Egypt,2004-06-01,7.1,8.4,25.9
Egypt,2004-05-01,8.9,9.1,80.6
Egypt,2004-04-01,7.4,8.5,31.8
Egypt,2004-03-01,11.5,7.4,70.6
Egypt,2004-02-01,12.9,5.8,54.1
Egypt,2004-01-01,7,7.2,2.2
Egypt,2003-12-01,6.6,8.1,45.1
Egypt,2003-11-01,8.4,7,1.7
Egypt,2003-10-01,9.4,8.9,22.9
Egypt,2003-09-01,7.5,8.6,1.2
Egypt,2003-08-01,6.4,6.8,1.4
Egypt,2003-07-01,10.5,10,28.6
Egypt,2003-06-01,9.7,11.2,19.9
Egypt,2003-05-01,6.1,7.7,40.4
Egypt,2003-04-01,7.7,6.6,2.6
Egypt,2003-03-01,8.2,10.2,32.9
Egypt,2003-02-01,7,6.5,1.5
Egypt,2003-01-01,6.2,6.2,18
Ethiopia,2025-01-01,35.5,2.2,8.2
Ethiopia,2024-12-01,38.6,1.9,4.8
Ethiopia,2024-11-01,8.1,2.8,11.8
Ethiopia,2024-10-01,7.3,2,29.7
Ethiopia,2024-09-01,2,1.4,6.3
Ethiopia,2024-08-01,2.5,3.2,6.6
Ethiopia,2024-07-01,2.7,4.6,12.2
Ethiopia,2024-06-01,2.1,2.5,3.1
Ethiopia,2024-05-01,2.5,3.2,1.5
Ethiopia,2024-04-01,13.5,4,5.1
Ethiopia,2024-03-01,2.2,4.2,4.2
Ethiopia,2024-02-01,3.2,4.8,4.8
Ethiopia,2024-01-01,62.7,2.3,0.3
Ethiopia,2023-12-01,5.2,4.7,1.1
Ethiopia,2023-11-01,12.4,14,8.6
Ethiopia,2023-10-01,50.3,3.6,5.7
Ethiopia,2023-09-01,1.7,4.3,6.8
Ethiopia,2023-08-01,4.2,5.1,5.4
Ethiopia,2023-07-01,2.4,3,1.6
Ethiopia,2023-06-01,1.9,3.7,31.6
Ethiopia,2023-05-01,3.3,3.3,10.2
Ethiopia,2023-04-01,1.2,3.1,0.5
Ethiopia,2023-03-01,1.2,1.1,4.1
Ethiopia,2023-02-01,1.2,2.2,0.1
Ethiopia,2023-01-01,0.9,2,0.1
Ethiopia,2022-12-01,0.7,4.3,0.1
Ethiopia,2022-11-01,0.8,1.3,0.4
Ethiopia,2022-10-01,0.4,3.1,0.5
Ethiopia,2022-09-01,0.5,1.6,0.3
Ethiopia,2022-08-01,1.4,3,0.2
Ethiopia,2022-07-01,1.8,2.4,0.5
Ethiopia,2022-06-01,0.9,3.3,0.8
Ethiopia,2022-05-01,0.7,4.4,0.5
Ethiopia,2022-04-01,0.4,4.3,0.3
Ethiopia,2022-03-01,0.2,4.9,0.9
Ethiopia,2022-02-01,0.6,3.2,0.5
Ethiopia,2022-01-01,1.3,2.2,0.6
Ethiopia,2021-12-01,1.6,2.8,1
Ethiopia,2021-11-01,1.7,1.2,2
Ethiopia,2021-10-01,0.6,1.8,107.2
Ethiopia,2021-09-01,1.6,1.6,0.8
Ethiopia,2021-08-01,0.4,1.6,5.1
Ethiopia,2021-07-01,0.7,1.9,0.3
Ethiopia,2021-06-01,1.6,4.1,1.4
Ethiopia,2021-05-01,2.5,1.5,4.5
Ethiopia,2021-04-01,1.2,1.9,7.2
Ethiopia,2021-03-01,0.4,1.3,3.8
Ethiopia,2021-02-01,0.5,1.4,0.9
Ethiopia,2021-01-01,1.8,0.8,0.2
Ethiopia,2020-12-01,1.7,1.5,6.2
Ethiopia,2020-11-01,1.1,1.2,2.3
Ethiopia,2020-10-01,0.6,0.5,3.9
Ethiopia,2020-09-01,1.6,0.7,0.6
Ethiopia,2020-08-01,0.3,1.2,0.3
Ethiopia,2020-07-01,0.5,1.5,0.4
Ethiopia,2020-06-01,0.8,1.7,0.5
Ethiopia,2020-05-01,43.1,0.5,1
Ethiopia,2020-04-01,0.2,0.6,0.3
Ethiopia,2020-03-01,42.6,42.7,0.6
Ethiopia,2020-02-01,1,2.5,81.9
Ethiopia,2020-01-01,1.3,1.5,40.6
Ethiopia,2019-12-01,1,1,0.8
Ethiopia,2019-11-01,3.2,2.6,0.4
Ethiopia,2019-10-01,0.7,1.1,41
Ethiopia,2019-09-01,3.1,2.2,1.2
Ethiopia,2019-08-01,1.8,1.9,0.3
Ethiopia,2019-07-01,0.3,3.8,0.4
Ethiopia,2019-06-01,0.8,1.8,0.4
Ethiopia,2019-05-01,1.9,2.4,0.5
Ethiopia,2019-04-01,1.4,4,0.3
Ethiopia,2019-03-01,80.9,0.2,0.1
Ethiopia,2019-02-01,1.3,0.2,0.3
Ethiopia,2019-01-01,3.6,1.6,0.1
Ethiopia,2018-12-01,41.5,0.8,0.5
Ethiopia,2018-11-01,2.6,0.7,0.8
Ethiopia,2018-10-01,1.9,1.5,1.3
Ethiopia,2018-09-01,46.2,0.2,0.6
Ethiopia,2018-08-01,1.6,1.2,0.7
Ethiopia,2018-07-01,76.6,2.2,2.6
Ethiopia,2018-06-01,79.3,1.4,0.7
Ethiopia,2018-05-01,1.2,2.4,0.3
Ethiopia,2018-04-01,0.7,0.1,0.1
Ethiopia,2018-03-01,4.9,1.2,0.4
Ethiopia,2018-02-01,5.5,0.2,0.2
Ethiopia,2018-01-01,6.7,1.6,0.1
Ethiopia,2017-12-01,0.4,1,0.2
Ethiopia,2017-11-01,5,0.4,0.1
Ethiopia,2017-10-01,4.7,2.3,0.3
Ethiopia,2017-09-01,7.1,0.8,0.2
Ethiopia,2017-08-01,5.7,1.8,0
Ethiopia,2017-07-01,0.2,1.4,0
Ethiopia,2017-06-01,1.1,9.9,0
Ethiopia,2017-05-01,1.7,1.7,0.2
Ethiopia,2017-04-01,8.1,2.6,0.6
Ethiopia,2017-03-01,1.2,0.8,0.1
Ethiopia,2017-02-01,3.3,1.1,0.6
Ethiopia,2017-01-01,0.7,0.9,1.3
Ethiopia,2016-12-01,1.3,0.2,0
Ethiopia,2016-11-01,0.6,0.6,1
Ethiopia,2016-10-01,1.6,0.8,1.2
Ethiopia,2016-09-01,0.7,4.9,0.8
Ethiopia,2016-08-01,1.3,1,1.1
Ethiopia,2016-07-01,1.7,1.6,2
Ethiopia,2016-06-01,2.3,2.7,1.3
Ethiopia,2016-05-01,0.3,2.7,2.7
Ethiopia,2016-04-01,0.1,0.9,2.5
Ethiopia,2016-03-01,0.3,1.7,0.1
Ethiopia,2016-02-01,0.9,1.7,1.4
Ethiopia,2016-01-01,1.7,0.3,0
Ethiopia,2015-12-01,0.2,0.5,0
Ethiopia,2015-11-01,0.2,0.2,1.8
Ethiopia,2015-10-01,0.7,0.5,0.2
Ethiopia,2015-09-01,0.9,0.1,0
Ethiopia,2015-08-01,0.4,0.6,0.1
Ethiopia,2015-07-01,0.7,0.7,0.5
Ethiopia,2015-06-01,5.5,2.2,0.2
Ethiopia,2015-05-01,0.1,0.7,0.6
Ethiopia,2015-04-01,0.3,1.8,0.1
Ethiopia,2015-03-01,5,0.1,0.1
Ethiopia,2015-02-01,3.5,2.3,0.1
Ethiopia,2015-01-01,0.7,0.4,0.9
Ethiopia,2014-12-01,0.5,0.5,0.6
Ethiopia,2014-11-01,0.1,2,1.8
Ethiopia,2014-10-01,0.9,0.6,0.6
Ethiopia,2014-09-01,0.4,0.4,0
Ethiopia,2014-08-01,0.4,0.2,0.9
Ethiopia,2014-07-01,0.5,0.4,0.1
Ethiopia,2014-06-01,0.5,0.6,0.9
Ethiopia,2014-05-01,0.2,0.5,0.7
Ethiopia,2014-04-01,1.2,0.5,2.7
Ethiopia,2014-03-01,0.5,0.8,2.2
Ethiopia,2014-02-01,1.3,0.4,0.8
Ethiopia,2014-01-01,0.3,1.4,1.9
Ethiopia,2013-12-01,0.3,2.6,3.3
Ethiopia,2013-11-01,0.5,0.7,5.3
Ethiopia,2013-10-01,0.1,0.8,1.8
Ethiopia,2013-09-01,0.4,0.6,1.8
Ethiopia,2013-08-01,0.5,0.7,1.5
Ethiopia,2013-07-01,0.5,0,2.4
Ethiopia,2013-06-01,0.4,0.1,1.4
Ethiopia,2013-05-01,1.3,0.2,2.2
Ethiopia,2013-04-01,0.3,0.3,1.7
Ethiopia,2013-03-01,0.1,0.3,1
Ethiopia,2013-02-01,1,0.1,2
Ethiopia,2013-01-01,0.1,0.1,0.9
Ethiopia,2012-12-01,0.4,0.1,1.4
Ethiopia,2012-11-01,0.1,0.1,0.6
Ethiopia,2012-10-01,0.3,0.1,1.3
Ethiopia,2012-09-01,0.1,0.1,0.5
Ethiopia,2012-08-01,0.1,0.8,0.8
Ethiopia,2012-07-01,0.1,0.5,0.5
Ethiopia,2012-06-01,0.3,0.4,0.5
Ethiopia,2012-05-01,0.2,0.3,0.4
Ethiopia,2012-04-01,0.1,0,0.5
Ethiopia,2012-03-01,0.1,0.2,0.7
Ethiopia,2012-02-01,0.1,0,0.5
Ethiopia,2012-01-01,0,0.1,0.5
Ethiopia,2011-12-01,0.1,0.1,1.1
Ethiopia,2011-11-01,0,0.2,1
Ethiopia,2011-10-01,2.9,0.1,0
Ethiopia,2011-09-01,0.1,0.1,0.7
Ethiopia,2011-08-01,0.1,0.3,0.6
Ethiopia,2011-07-01,1.7,0.1,0.2
Ethiopia,2011-06-01,0,0.2,0.5
Ethiopia,2011-05-01,0.1,0.1,0.5
Ethiopia,2011-04-01,0.5,0.1,0
Ethiopia,2011-03-01,0.9,0.1,0.3
Ethiopia,2011-02-01,0.3,0.2,0
Ethiopia,2011-01-01,0.6,0.1,0.2
Ethiopia,2010-12-01,1.1,0.2,0.5
Ethiopia,2010-11-01,0.8,0.1,0.1
Ethiopia,2010-10-01,1.3,0,0
Ethiopia,2010-09-01,0.6,0.1,0
Ethiopia,2010-08-01,0.2,0.1,0
Ethiopia,2010-07-01,0.4,0,0.2
Ethiopia,2010-06-01,0.7,0,0
Ethiopia,2010-05-01,0.1,0.2,0.4
Ethiopia,2010-04-01,0.7,0.1,0.2
Ethiopia,2010-03-01,0.2,0.1,0.8
Ethiopia,2010-02-01,0.2,0.1,0.2
Ethiopia,2010-01-01,0.2,0.1,0.3
Ethiopia,2009-12-01,0.2,0,0.1
Ethiopia,2009-11-01,0,0,0.5
Ethiopia,2009-10-01,0.3,0,0.7
Ethiopia,2009-09-01,0.5,0.3,0.5
Ethiopia,2009-08-01,0.2,0.1,0.7
Ethiopia,2009-07-01,0.5,0,1.1
Ethiopia,2009-06-01,1.2,0.1,0.6
Ethiopia,2009-05-01,0.9,0.1,0.7
Ethiopia,2009-04-01,2.3,0,1.2
Ethiopia,2009-03-01,1.9,0.2,0.7
Ethiopia,2009-02-01,0.5,0.2,0.6
Ethiopia,2009-01-01,0.1,0.2,0
Ethiopia,2008-12-01,0.8,0.1,0.6
Ethiopia,2008-11-01,1.2,0.1,0.3
Ethiopia,2008-10-01,0.3,0.1,1.2
Ethiopia,2008-09-01,1.8,0.1,0.5
Ethiopia,2008-08-01,1,0,0.5
Ethiopia,2008-07-01,0.4,0,0.8
Ethiopia,2008-06-01,0.4,0.2,2.4
Ethiopia,2008-05-01,0.1,0.7,0.4
Ethiopia,2008-04-01,0.5,0.7,1.6
Ethiopia,2008-03-01,3.1,0.1,0.9
Ethiopia,2008-02-01,0.2,0.6,0.1
Ethiopia,2008-01-01,0.7,0.4,0.1
Ethiopia,2007-12-01,0.1,0.1,0.5
Ethiopia,2007-11-01,0.6,0.1,0
Ethiopia,2007-10-01,0.7,10.5,0.1
Ethiopia,2007-09-01,0.6,0.1,0.2
Ethiopia,2007-08-01,1,0.3,0.5
Ethiopia,2007-07-01,0.6,0.7,0.9
Ethiopia,2007-06-01,0.6,0.1,1
Ethiopia,2007-05-01,0.6,0.7,0.3
Ethiopia,2007-04-01,0.5,0.5,0.5
Ethiopia,2007-03-01,0.3,2.6,0.6
Ethiopia,2007-02-01,0.3,1.6,0
Ethiopia,2007-01-01,0.3,0.4,0
Ethiopia,2006-12-01,0.4,0.1,0
Ethiopia,2006-11-01,0.3,0.7,0
Ethiopia,2006-10-01,0.6,0.1,0
Ethiopia,2006-09-01,0.6,0.2,0
Ethiopia,2006-08-01,1.6,0,0
Ethiopia,2006-07-01,0.7,0.4,0.3
Ethiopia,2006-06-01,0.6,0.6,0
Ethiopia,2006-05-01,0.8,0.3,0
Ethiopia,2006-04-01,1.6,0.3,0
Ethiopia,2006-03-01,1,0.2,0
Ethiopia,2006-02-01,1.1,0.1,0
Ethiopia,2006-01-01,0.7,0.2,0.1
Ethiopia,2005-12-01,0.4,0.1,0
Ethiopia,2005-11-01,0.5,0.1,0.1
Ethiopia,2005-10-01,0.8,0.7,0
Ethiopia,2005-09-01,0.4,0.3,0.6
Ethiopia,2005-08-01,0.7,0.5,0.4
Ethiopia,2005-07-01,0.6,0.7,0.5
Ethiopia,2005-06-01,1.1,0.5,1
Ethiopia,2005-05-01,0.7,0.6,0.6
Ethiopia,2005-04-01,0.7,1,0
Ethiopia,2005-03-01,1.4,1.2,0
Ethiopia,2005-02-01,0.1,0.3,0
Ethiopia,2005-01-01,0.3,0.7,0
Ethiopia,2004-12-01,0.3,0.4,0.1
Ethiopia,2004-11-01,0.2,0.7,0
Ethiopia,2004-10-01,1.1,0.8,0
Ethiopia,2004-09-01,0.4,0.4,0
Ethiopia,2004-08-01,0.2,0.6,0
Ethiopia,2004-07-01,0.2,0.8,0
Ethiopia,2004-06-01,0.3,0.9,0
Ethiopia,2004-05-01,0.2,1.1,0
Ethiopia,2004-04-01,0.2,1.7,0.3
Ethiopia,2004-03-01,0.8,0.2,0.4
Ethiopia,2004-02-01,0.1,0.5,0
Ethiopia,2004-01-01,0.2,0.3,0.3
Ethiopia,2003-12-01,0.1,0.6,0.1
Ethiopia,2003-11-01,0.2,0.2,0.1
Ethiopia,2003-10-01,0.3,0.6,0.1
Ethiopia,2003-09-01,0.3,1.1,0.2
Ethiopia,2003-08-01,0.5,2.6,0.6
Ethiopia,2003-07-01,0.2,0.9,0
Ethiopia,2003-06-01,0.2,0.8,0
Ethiopia,2003-05-01,0.3,0.7,0
Ethiopia,2003-04-01,0.4,2.1,0
Ethiopia,2003-03-01,0.3,0.4,0.1
Ethiopia,2003-02-01,0.1,0.2,0
Ethiopia,2003-01-01,0.2,0.4,0.1
Gabon,2025-01-01,2,1,0
Gabon,2024-12-01,2.1,1.9,0
Gabon,2024-11-01,0.4,3.2,0
Gabon,2024-10-01,1.6,10.6,0
Gabon,2024-09-01,0.5,2.9,0
Gabon,2024-08-01,0.8,4.9,0.2
Gabon,2024-07-01,1.5,1.5,0
Gabon,2024-06-01,2.2,6,0
Gabon,2024-05-01,0.7,1.3,0
Gabon,2024-04-01,1,2,0
Gabon,2024-03-01,4.3,0.7,0
Gabon,2024-02-01,0.7,4.7,0
Gabon,2024-01-01,0.6,1.9,0
Gabon,2023-12-01,1,3.3,0
Gabon,2023-11-01,2.1,1.2,0
Gabon,2023-10-01,1,1,0
Gabon,2023-09-01,0.3,3.1,0
Gabon,2023-08-01,1.4,2.7,11.9
Gabon,2023-07-01,2.6,2.4,0
Gabon,2023-06-01,2.5,1.8,0
Gabon,2023-05-01,0.7,0.9,0.1
Gabon,2023-04-01,2,5.1,0.3
Gabon,2023-03-01,0.8,3.1,33.5
Gabon,2023-02-01,0.6,6.5,25.9
Gabon,2023-01-01,0.4,5.4,0
Gabon,2022-12-01,0.5,0.8,0
Gabon,2022-11-01,2.2,3.3,0
Gabon,2022-10-01,1.2,1.5,0
Gabon,2022-09-01,0.5,3.5,0
Gabon,2022-08-01,0.5,5,0
Gabon,2022-07-01,1.1,5.2,0
Gabon,2022-06-01,1.2,7.3,0.1
Gabon,2022-05-01,0.8,2,0.1
Gabon,2022-04-01,0.3,3.7,0
Gabon,2022-03-01,0.9,2.2,40.4
Gabon,2022-02-01,0.1,3,0
Gabon,2022-01-01,0.7,1.3,0
Gabon,2021-12-01,0.7,1,71.9
Gabon,2021-11-01,0.3,1.5,0
Gabon,2021-10-01,1.7,5,0.3
Gabon,2021-09-01,0.9,1.2,0.3
Gabon,2021-08-01,0.5,2.3,35.3
Gabon,2021-07-01,1.7,1.3,0.1
Gabon,2021-06-01,0.7,0.3,0
Gabon,2021-05-01,0.3,3.2,0.1
Gabon,2021-04-01,4.1,2.1,0
Gabon,2021-03-01,0.9,1.6,38.6
Gabon,2021-02-01,0.6,0.6,0
Gabon,2021-01-01,2.4,0.6,0.1
Gabon,2020-12-01,0.7,2.3,75.2
Gabon,2020-11-01,1.4,2.5,0.2
Gabon,2020-10-01,12.9,0.7,37.6
Gabon,2020-09-01,1.5,0.6,0.4
Gabon,2020-08-01,3.9,1.2,0
Gabon,2020-07-01,1,0.8,15.8
Gabon,2020-06-01,2.8,2,0
Gabon,2020-05-01,0.7,5.2,0
Gabon,2020-04-01,23.9,1.5,0.5
Gabon,2020-03-01,0.5,2.6,45.2
Gabon,2020-02-01,0.1,1.5,0.2
Gabon,2020-01-01,1.4,2.1,75
Gabon,2019-12-01,0.9,1.1,67
Gabon,2019-11-01,2.3,1.3,61.6
Gabon,2019-10-01,0.7,0.5,0
Gabon,2019-09-01,1.5,1.2,134.5
Gabon,2019-08-01,5.1,2.3,0
Gabon,2019-07-01,2.1,2.8,70.7
Gabon,2019-06-01,2.7,4.6,82.9
Gabon,2019-05-01,7,11.3,0.1
Gabon,2019-04-01,1.2,0.5,61.6
Gabon,2019-03-01,2.4,0.7,0
Gabon,2019-02-01,1.2,0.2,36.2
